CIF,Client Type,Name,Country,Transit,Address1,Address2,Address3,Address4,Email Address,Box Link,Telephone Contact,Risk Rating,Case Status,Current Case Status,Business Documents Outstanding,Entity Self-Certification Form Outstanding,UBOID Outstanding,UBO-Proof of Address Outstanding,UBO in order,ROS officer,File Review Date,1st Notice Date,1st Notice Type,2nd Notice Date,2nd Notice Type,3rd Notice Date,3rd Notice Type,Notification Expiry date,Refresh date (Last KYC),Next KYC Refresh date,Restraint date,Exception date,Exception expiry date,Updates to ICN,Updates on Core,Portfolio
853971134,Personal,Kristina Herman,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,kristina.herman@example.com,https://box.com/v/client-docs-58,174.612.0047,STANDARD,Out Of Order,Out Of Order,YES,YES,YES,NO,NO,David Medina,2022-09-27,2022-09-07,EMAIL,2022-09-17,PHONE CALL,2022-09-27,EMAIL,2022-10-12,2022-08-28,2025-08-27,,2022-11-06,2022-11-26,NO,YES,Business Clients
807270985,Personal,Jacob Avery,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,jacob.avery@example.com,https://box.com/v/client-docs-59,001-869-261-7964x053,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,YES,NO,Trevor Foley,2023-03-22,2023-03-02,LETTER,2023-03-12,PHONE CALL,2023-03-22,LETTER,2023-04-06,2023-02-20,2026-02-19,,2023-05-01,2023-05-21,NO,YES,Premier Clients - Retail
807792715,Personal,Michael Stephens,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,michael.stephens@example.com,https://box.com/v/client-docs-60,+1-506-431-7139x0053,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,NO,NO,NO,Rachel Harris DVM,2022-10-16,2022-09-26,LETTER,2022-10-06,LETTER,2022-10-16,LETTER,2022-10-31,2022-09-16,2025-09-15,,,,YES,NO,Private Wealth
802195554,Business,Laurie Li,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,laurie.li@example.com,https://box.com/v/client-docs-61,529.042.2842,MEDIUM,Out Of Order,Out Of Order,NO,NO,YES,NO,YES,Sean Anderson,2023-05-16,2023-04-26,LETTER,2023-05-06,PHONE CALL,2023-05-16,LETTER,2023-05-31,2023-04-16,2026-04-15,,2023-06-25,2023-07-15,NO,YES,Business Clients
806152101,Personal,Richard Chapman,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,richard.chapman@example.com,https://box.com/v/client-docs-62,2402681177,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,YES,YES,Kayla Rodriguez,2021-10-08,2021-09-18,EMAIL,2021-09-28,LETTER,2021-10-08,EMAIL,2021-10-23,2021-09-08,2024-09-07,,,,YES,YES,Business Clients
808723626,Business,Theresa Williams,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,theresa.williams@example.com,https://box.com/v/client-docs-63,+1-847-007-6617x71159,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,YES,YES,NO,Cameron Weber,2022-08-21,2022-08-01,EMAIL,2022-08-11,LETTER,2022-08-21,PHONE CALL,2022-09-05,2022-07-22,2025-07-21,2022-09-20,,,YES,YES,Business Clients
850040751,Personal,Michelle James,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,michelle.james@example.com,https://box.com/v/client-docs-64,+1-847-896-1183x673,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,NO,YES,Ronald Ross,2023-06-12,2023-05-23,LETTER,2023-06-02,EMAIL,2023-06-12,LETTER,2023-06-27,2023-05-13,2026-05-12,,,,NO,NO,Private Wealth
828606740,Personal,Emily Edwards,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,emily.edwards@example.com,https://box.com/v/client-docs-65,527-111-1615x280,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,NO,YES,Kristina Rivera,2023-10-08,2023-09-18,EMAIL,2023-09-28,EMAIL,2023-10-08,PHONE CALL,2023-10-23,2023-09-08,2026-09-07,,,,NO,NO,Private Wealth
806655755,Personal,Hayden Ortega,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,hayden.ortega@example.com,https://box.com/v/client-docs-66,001-604-945-1983x27315,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,NO,YES,NO,NO,Holly Farmer,2023-12-02,2023-11-12,PHONE CALL,2023-11-22,PHONE CALL,2023-12-02,PHONE CALL,2023-12-17,2023-11-02,2026-11-01,,,,YES,NO,Business Clients
846091781,Business,Renee Bruce,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,renee.bruce@example.com,https://box.com/v/client-docs-67,001-998-094-0244x55022,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,YES,NO,YES,Jennifer Thomas,2023-03-08,2023-02-16,LETTER,2023-02-26,LETTER,2023-03-08,PHONE CALL,2023-03-23,2023-02-06,2026-02-05,2023-04-07,,,YES,YES,Private Wealth
858626800,Business,Amanda Reese,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,amanda.reese@example.com,https://box.com/v/client-docs-68,667.525.4599,MEDIUM,Out Of Order,Out Of Order,NO,NO,NO,YES,YES,Anthony Moore,2023-05-22,2023-05-02,EMAIL,2023-05-12,LETTER,2023-05-22,PHONE CALL,2023-06-06,2023-04-22,2026-04-21,,2023-07-01,2023-07-21,YES,YES,Business Clients
854171711,Business,Megan Nelson,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,megan.nelson@example.com,https://box.com/v/client-docs-69,+1-679-764-3815x61497,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,YES,NO,NO,Elizabeth Walker,2022-08-24,2022-08-04,PHONE CALL,2022-08-14,PHONE CALL,2022-08-24,EMAIL,2022-09-08,2022-07-25,2025-07-24,2022-09-23,,,YES,YES,Private Wealth
806157755,Personal,Mrs. Christine Dougherty,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,mrs..christine.dougherty@example.com,https://box.com/v/client-docs-70,001-244-510-7622x68388,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,YES,NO,Renee Jones,2021-11-17,2021-10-28,PHONE CALL,2021-11-07,LETTER,2021-11-17,PHONE CALL,2021-12-02,2021-10-18,2024-10-17,,,,YES,YES,Premier Clients - Retail
829736810,Business,Amanda Smith,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,amanda.smith@example.com,https://box.com/v/client-docs-71,596-966-4160,STANDARD,Out Of Order,Out Of Order,NO,NO,NO,YES,YES,Carolyn Meza,2021-07-17,2021-06-27,PHONE CALL,2021-07-07,PHONE CALL,2021-07-17,EMAIL,2021-08-01,2021-06-17,2024-06-16,,2021-08-26,2021-09-15,NO,NO,Private Wealth
840220019,Personal,Michael Cox,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,michael.cox@example.com,https://box.com/v/client-docs-72,(136)968-1645x35218,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,YES,NO,Kerry Lee,2022-04-27,2022-04-07,PHONE CALL,2022-04-17,PHONE CALL,2022-04-27,EMAIL,2022-05-12,2022-03-28,2025-03-27,,,,YES,NO,Private Wealth
835740998,Personal,Heather Mullen,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,heather.mullen@example.com,https://box.com/v/client-docs-73,+1-231-243-2921x2779,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,NO,YES,Joann Glass,2021-10-22,2021-10-02,PHONE CALL,2021-10-12,EMAIL,2021-10-22,PHONE CALL,2021-11-06,2021-09-22,2024-09-21,,,,NO,NO,Private Wealth
801399661,Business,Madison Weber,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,madison.weber@example.com,https://box.com/v/client-docs-74,+1-527-177-4490x5814,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,NO,YES,NO,YES,Andrew Wood,2021-09-23,2021-09-03,EMAIL,2021-09-13,PHONE CALL,2021-09-23,LETTER,2021-10-08,2021-08-24,2024-08-23,,,,NO,YES,Business Clients
852285717,Personal,Matthew Madden,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,matthew.madden@example.com,https://box.com/v/client-docs-75,998-679-8079,MEDIUM,Out Of Order,Out Of Order,YES,YES,NO,NO,YES,Erica Alvarez,2022-04-29,2022-04-09,EMAIL,2022-04-19,EMAIL,2022-04-29,EMAIL,2022-05-14,2022-03-30,2025-03-29,,2022-06-08,2022-06-28,NO,YES,Premier Clients - Retail
831135365,Business,Antonio Garcia,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,antonio.garcia@example.com,https://box.com/v/client-docs-76,182-037-7889x25546,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,YES,NO,George Harper,2022-01-28,2022-01-08,PHONE CALL,2022-01-18,LETTER,2022-01-28,PHONE CALL,2022-02-12,2021-12-29,2024-12-28,,,,NO,YES,Business Clients
802523781,Personal,Maria Jones,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,maria.jones@example.com,https://box.com/v/client-docs-77,864-492-5192,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,NO,NO,Emily Douglas,2023-09-03,2023-08-14,LETTER,2023-08-24,LETTER,2023-09-03,LETTER,2023-09-18,2023-08-04,2026-08-03,,,,YES,NO,Private Wealth
804152275,Business,Betty Fletcher,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,betty.fletcher@example.com,https://box.com/v/client-docs-78,486-528-1685,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,YES,YES,YES,Eric Bean,2023-10-02,2023-09-12,LETTER,2023-09-22,PHONE CALL,2023-10-02,PHONE CALL,2023-10-17,2023-09-02,2026-09-01,2023-11-01,,,YES,NO,Business Clients
845560056,Personal,Ralph Lee,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,ralph.lee@example.com,https://box.com/v/client-docs-79,(214)188-8059,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,NO,NO,James Martin,2023-05-18,2023-04-28,PHONE CALL,2023-05-08,LETTER,2023-05-18,LETTER,2023-06-02,2023-04-18,2026-04-17,,2023-06-27,2023-07-17,YES,NO,Premier Clients - Retail
808653801,Personal,Patricia Lamb,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,patricia.lamb@example.com,https://box.com/v/client-docs-80,(706)537-9473,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,YES,YES,NO,Emily Stokes,2022-10-28,2022-10-08,LETTER,2022-10-18,PHONE CALL,2022-10-28,EMAIL,2022-11-12,2022-09-28,2025-09-27,,,,NO,NO,Premier Clients - Retail
815203048,Personal,Russell Richardson,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,russell.richardson@example.com,https://box.com/v/client-docs-81,001-774-688-6239,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,YES,YES,NO,David Davidson,2023-10-23,2023-10-03,LETTER,2023-10-13,EMAIL,2023-10-23,LETTER,2023-11-07,2023-09-23,2026-09-22,2023-11-22,,,NO,YES,Premier Clients - Retail
827572256,Business,Kristen Garcia,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,kristen.garcia@example.com,https://box.com/v/client-docs-82,141.247.8261x37506,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,YES,YES,Jonathan Young,2023-07-16,2023-06-26,PHONE CALL,2023-07-06,PHONE CALL,2023-07-16,EMAIL,2023-07-31,2023-06-16,2026-06-15,,,,NO,NO,Business Clients
810875541,Personal,Jade Johnson DVM,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,jade.johnson.dvm@example.com,https://box.com/v/client-docs-83,001-522-047-2779x010,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,NO,YES,Ruben Dunn,2023-11-26,2023-11-06,LETTER,2023-11-16,LETTER,2023-11-26,EMAIL,2023-12-11,2023-10-27,2026-10-26,,,,NO,YES,Premier Clients - Retail
855770603,Business,Kelsey Rodriguez,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,kelsey.rodriguez@example.com,https://box.com/v/client-docs-84,341-036-9711x7980,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,NO,YES,NO,Laura Higgins,2023-12-18,2023-11-28,EMAIL,2023-12-08,PHONE CALL,2023-12-18,LETTER,2024-01-02,2023-11-18,2026-11-17,2024-01-17,,,NO,YES,Business Clients
821386581,Personal,Aaron Gomez,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,aaron.gomez@example.com,https://box.com/v/client-docs-85,001-621-851-8888,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,NO,NO,Jeanette Harrison,2022-05-05,2022-04-15,LETTER,2022-04-25,EMAIL,2022-05-05,LETTER,2022-05-20,2022-04-05,2025-04-04,,,,NO,NO,Private Wealth
814472346,Personal,Veronica King,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,veronica.king@example.com,https://box.com/v/client-docs-86,5153195205,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,NO,YES,Robin Thompson,2021-03-10,2021-02-18,EMAIL,2021-02-28,EMAIL,2021-03-10,PHONE CALL,2021-03-25,2021-02-08,2024-02-08,,2021-04-19,2021-05-09,NO,YES,Premier Clients - Retail
848220695,Personal,Julie Dominguez,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,julie.dominguez@example.com,https://box.com/v/client-docs-87,+1-221-704-3030x5486,STANDARD,Due for Restrain,Due for Restrain,NO,YES,NO,YES,NO,Kimberly King PhD,2021-03-05,2021-02-13,EMAIL,2021-02-23,LETTER,2021-03-05,LETTER,2021-03-20,2021-02-03,2024-02-03,2021-04-04,,,YES,NO,Premier Clients - Retail
842659146,Business,Howard Norman,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,howard.norman@example.com,https://box.com/v/client-docs-88,+1-541-566-7652x7758,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,YES,NO,Bradley Coleman,2023-09-20,2023-08-31,EMAIL,2023-09-10,LETTER,2023-09-20,LETTER,2023-10-05,2023-08-21,2026-08-20,,,,YES,NO,Premier Clients - Retail
855726105,Business,Zachary White,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,zachary.white@example.com,https://box.com/v/client-docs-89,511-544-7962x7570,STANDARD,Due for Restrain,Due for Restrain,YES,YES,YES,NO,YES,Susan Mendez,2022-12-25,2022-12-05,PHONE CALL,2022-12-15,EMAIL,2022-12-25,EMAIL,2023-01-09,2022-11-25,2025-11-24,2023-01-24,,,YES,YES,Business Clients
802457580,Personal,Mark Moody,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,mark.moody@example.com,https://box.com/v/client-docs-90,1658202970,STANDARD,Out Of Order,Out Of Order,NO,YES,NO,NO,YES,David Brewer,2023-09-27,2023-09-07,PHONE CALL,2023-09-17,PHONE CALL,2023-09-27,PHONE CALL,2023-10-12,2023-08-28,2026-08-27,,2023-11-06,2023-11-26,NO,NO,Business Clients
853505287,Business,Travis Johnson,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,travis.johnson@example.com,https://box.com/v/client-docs-91,(755)719-2856,MEDIUM,Out Of Order,Out Of Order,NO,YES,NO,YES,NO,Donald Horne,2023-11-15,2023-10-26,PHONE CALL,2023-11-05,EMAIL,2023-11-15,EMAIL,2023-11-30,2023-10-16,2026-10-15,,2023-12-25,2024-01-14,NO,NO,Business Clients
846289334,Business,Cody Holmes,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,cody.holmes@example.com,https://box.com/v/client-docs-92,+1-144-739-4731,STANDARD,Due for Restrain,Due for Restrain,NO,YES,NO,NO,NO,Benjamin Thompson,2023-06-22,2023-06-02,LETTER,2023-06-12,EMAIL,2023-06-22,EMAIL,2023-07-07,2023-05-23,2026-05-22,2023-07-22,,,NO,NO,Private Wealth
802335321,Personal,Yolanda Cochran,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,yolanda.cochran@example.com,https://box.com/v/client-docs-93,518-844-2258x31323,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,NO,NO,YES,Allison Spencer,2021-11-19,2021-10-30,LETTER,2021-11-09,EMAIL,2021-11-19,LETTER,2021-12-04,2021-10-20,2024-10-19,,,,NO,NO,Business Clients
826711614,Business,Robert Arnold,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,robert.arnold@example.com,https://box.com/v/client-docs-94,+1-114-678-6691x251,STANDARD,Out Of Order,Out Of Order,YES,YES,YES,YES,NO,Michael Cooper,2021-11-08,2021-10-19,LETTER,2021-10-29,PHONE CALL,2021-11-08,LETTER,2021-11-23,2021-10-09,2024-10-08,,2021-12-18,2022-01-07,YES,NO,Business Clients
813433743,Personal,Penny Bowman,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,penny.bowman@example.com,https://box.com/v/client-docs-95,(268)018-2422,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,NO,YES,Michael Reed,2022-09-07,2022-08-18,LETTER,2022-08-28,PHONE CALL,2022-09-07,LETTER,2022-09-22,2022-08-08,2025-08-07,,,,NO,YES,Private Wealth
853264064,Business,Stephanie Singleton,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,stephanie.singleton@example.com,https://box.com/v/client-docs-96,384-249-8182x992,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,YES,YES,NO,Marcus Winters,2021-12-19,2021-11-29,EMAIL,2021-12-09,PHONE CALL,2021-12-19,LETTER,2022-01-03,2021-11-19,2024-11-18,2022-01-18,,,NO,NO,Private Wealth
826720065,Business,Thomas Williams,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,thomas.williams@example.com,https://box.com/v/client-docs-97,1094396907,STANDARD,Out Of Order,Out Of Order,NO,YES,YES,NO,YES,Kimberly May,2021-06-14,2021-05-25,PHONE CALL,2021-06-04,PHONE CALL,2021-06-14,LETTER,2021-06-29,2021-05-15,2024-05-14,,2021-07-24,2021-08-13,NO,YES,Private Wealth
855793694,Personal,David Aguirre,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,david.aguirre@example.com,https://box.com/v/client-docs-98,(471)027-6773x5925,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,YES,NO,YES,Emma Travis,2023-07-06,2023-06-16,PHONE CALL,2023-06-26,LETTER,2023-07-06,PHONE CALL,2023-07-21,2023-06-06,2026-06-05,,,,YES,NO,Premier Clients - Retail
833727114,Personal,James Hodges,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,james.hodges@example.com,https://box.com/v/client-docs-99,815.371.4732x10469,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,YES,YES,Victor Barrera,2022-10-13,2022-09-23,EMAIL,2022-10-03,LETTER,2022-10-13,LETTER,2022-10-28,2022-09-13,2025-09-12,,,,NO,YES,Private Wealth
859659572,Business,Taylor Griffith,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,taylor.griffith@example.com,https://box.com/v/client-docs-100,278.774.7016,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,NO,NO,Tracy Lewis,2021-04-03,2021-03-14,EMAIL,2021-03-24,LETTER,2021-04-03,EMAIL,2021-04-18,2021-03-04,2024-03-03,,,,YES,NO,Business Clients
840712283,Personal,Anthony Simpson,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,anthony.simpson@example.com,https://box.com/v/client-docs-101,+1-748-016-2456x5060,STANDARD,Out Of Order,Out Of Order,NO,NO,NO,YES,NO,Chloe Tran,2022-03-24,2022-03-04,LETTER,2022-03-14,LETTER,2022-03-24,EMAIL,2022-04-08,2022-02-22,2025-02-21,,2022-05-03,2022-05-23,NO,YES,Business Clients
809454140,Personal,Jonathan Duran,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,jonathan.duran@example.com,https://box.com/v/client-docs-102,991-216-5585x239,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,NO,YES,YES,Kathryn Williams,2023-08-09,2023-07-20,PHONE CALL,2023-07-30,LETTER,2023-08-09,LETTER,2023-08-24,2023-07-10,2026-07-09,2023-09-08,,,NO,YES,Premier Clients - Retail
858993771,Business,Gary Wells,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,gary.wells@example.com,https://box.com/v/client-docs-103,298.259.5269x495,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,NO,YES,Katrina Burns,2023-09-14,2023-08-25,EMAIL,2023-09-04,LETTER,2023-09-14,PHONE CALL,2023-09-29,2023-08-15,2026-08-14,,,,YES,YES,Business Clients
836016708,Personal,Karen Smith,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,karen.smith@example.com,https://box.com/v/client-docs-104,169-409-7499x30972,MEDIUM,Out Of Order,Out Of Order,NO,YES,NO,NO,NO,Michelle Hampton,2023-09-21,2023-09-01,PHONE CALL,2023-09-11,EMAIL,2023-09-21,PHONE CALL,2023-10-06,2023-08-22,2026-08-21,,2023-10-31,2023-11-20,YES,YES,Business Clients
851298293,Business,Roberto Allen,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,roberto.allen@example.com,https://box.com/v/client-docs-105,001-130-756-2636,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,NO,NO,Lisa Ruiz,2023-04-02,2023-03-13,LETTER,2023-03-23,PHONE CALL,2023-04-02,EMAIL,2023-04-17,2023-03-03,2026-03-02,,,,YES,NO,Private Wealth
847888340,Business,Monica Thornton,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,monica.thornton@example.com,https://box.com/v/client-docs-106,385.786.5278x58549,STANDARD,Due for Restrain,Due for Restrain,NO,YES,YES,NO,NO,Dr. Douglas Evans,2021-04-20,2021-03-31,EMAIL,2021-04-10,PHONE CALL,2021-04-20,LETTER,2021-05-05,2021-03-21,2024-03-20,2021-05-20,,,NO,NO,Private Wealth
854743979,Personal,Vickie Wise,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,vickie.wise@example.com,https://box.com/v/client-docs-107,001-375-758-4419x866,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,NO,YES,Tina Ballard,2022-10-06,2022-09-16,LETTER,2022-09-26,PHONE CALL,2022-10-06,PHONE CALL,2022-10-21,2022-09-06,2025-09-05,,,,YES,YES,Private Wealth
809917061,Personal,Dwayne Klein,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,dwayne.klein@example.com,https://box.com/v/client-docs-108,(747)338-4842x199,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,YES,NO,NO,Anthony Stein,2024-01-09,2023-12-20,PHONE CALL,2023-12-30,EMAIL,2024-01-09,PHONE CALL,2024-01-24,2023-12-10,2026-12-09,,,,YES,NO,Private Wealth
834808243,Personal,David Garcia,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,david.garcia@example.com,https://box.com/v/client-docs-109,712-082-6773x45401,STANDARD,Due for Restrain,Due for Restrain,NO,NO,NO,YES,NO,Crystal Rodgers,2021-06-07,2021-05-18,LETTER,2021-05-28,PHONE CALL,2021-06-07,LETTER,2021-06-22,2021-05-08,2024-05-07,2021-07-07,,,NO,NO,Private Wealth
837452563,Business,Amanda Dorsey,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,amanda.dorsey@example.com,https://box.com/v/client-docs-110,(206)724-0049x91547,MEDIUM,Out Of Order,Out Of Order,NO,NO,YES,NO,NO,Kimberly Snyder DVM,2022-06-19,2022-05-30,PHONE CALL,2022-06-09,PHONE CALL,2022-06-19,LETTER,2022-07-04,2022-05-20,2025-05-19,,2022-07-29,2022-08-18,NO,NO,Premier Clients - Retail
819491949,Personal,Julie Lee,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,julie.lee@example.com,https://box.com/v/client-docs-111,527-420-5493,STANDARD,Due for Restrain,Due for Restrain,YES,NO,NO,NO,NO,Scott Prince,2023-01-07,2022-12-18,EMAIL,2022-12-28,EMAIL,2023-01-07,LETTER,2023-01-22,2022-12-08,2025-12-07,2023-02-06,,,NO,NO,Premier Clients - Retail
